NOMBRE COMPLETO                | SEGMENTO   | SALDO        | SALDO GLOB   | Total de Tarjetas | Ultima_Actividad_Fecha
NOMBRE_611 APELLIDO_611        | ESTANDAR   |       611000 |       611000 |       | 2026-02-16  
NOMBRE_613 APELLIDO_613        | ESTANDAR   |       613000 |       613000 |       | 2026-02-16  
NOMBRE_615 APELLIDO_615        | ESTANDAR   |       615000 |       615000 |       | 2026-02-16  
NOMBRE_617 APELLIDO_617        | ESTANDAR   |       617000 |       617000 |       | 2026-02-16  
NOMBRE_619 APELLIDO_619        | ESTANDAR   |       619000 |       619000 |       | 2026-02-16  
NOMBRE_621 APELLIDO_621        | ESTANDAR   |       621000 |       621000 |       | 2026-02-16  
NOMBRE_623 APELLIDO_623        | ESTANDAR   |       623000 |       623000 |       | 2026-02-16  
NOMBRE_625 APELLIDO_625        | ESTANDAR   |       625000 |       625000 |       | 2026-02-16  
NOMBRE_627 APELLIDO_627        | ESTANDAR   |       627000 |       627000 |       | 2026-02-16  
NOMBRE_629 APELLIDO_629        | ESTANDAR   |       629000 |       629000 |       | 2026-02-16  
NOMBRE_631 APELLIDO_631        | ESTANDAR   |       631000 |       631000 |       | 2026-02-16  
NOMBRE_633 APELLIDO_633        | ESTANDAR   |       633000 |       633000 |       | 2026-02-16  
NOMBRE_635 APELLIDO_635        | ESTANDAR   |       635000 |       635000 |       | 2026-02-16  
NOMBRE_637 APELLIDO_637        | ESTANDAR   |       637000 |       637000 |       | 2026-02-16  
NOMBRE_639 APELLIDO_639        | ESTANDAR   |       639000 |       639000 |       | 2026-02-16  
NOMBRE_641 APELLIDO_641        | ESTANDAR   |       641000 |       641000 |       | 2026-02-16  
NOMBRE_643 APELLIDO_643        | ESTANDAR   |       643000 |       643000 |       | 2026-02-16  
NOMBRE_645 APELLIDO_645        | ESTANDAR   |       645000 |       645000 |       | 2026-02-16  
NOMBRE_647 APELLIDO_647        | ESTANDAR   |       647000 |       647000 |       | 2026-02-16  
NOMBRE_649 APELLIDO_649        | ESTANDAR   |       649000 |       649000 |       | 2026-02-16  
NOMBRE_651 APELLIDO_651        | ESTANDAR   |       651000 |       651000 |       | 2026-02-16  
NOMBRE_653 APELLIDO_653        | ESTANDAR   |       653000 |       653000 |       | 2026-02-16  
NOMBRE_655 APELLIDO_655        | ESTANDAR   |       655000 |       655000 |       | 2026-02-16  
NOMBRE_657 APELLIDO_657        | ESTANDAR   |       657000 |       657000 |       | 2026-02-16  
NOMBRE_659 APELLIDO_659        | ESTANDAR   |       659000 |       659000 |       | 2026-02-16  
NOMBRE_661 APELLIDO_661        | ESTANDAR   |       661000 |       661000 |       | 2026-02-16  
NOMBRE_663 APELLIDO_663        | ESTANDAR   |       663000 |       663000 |       | 2026-02-16  
NOMBRE_665 APELLIDO_665        | ESTANDAR   |       665000 |       665000 |       | 2026-02-16  
NOMBRE_667 APELLIDO_667        | ESTANDAR   |       667000 |       667000 |       | 2026-02-16  
NOMBRE_669 APELLIDO_669        | ESTANDAR   |       669000 |       669000 |       | 2026-02-16  
NOMBRE_671 APELLIDO_671        | ESTANDAR   |       671000 |       671000 |       | 2026-02-16  
NOMBRE_673 APELLIDO_673        | ESTANDAR   |       673000 |       673000 |       | 2026-02-16  
NOMBRE_675 APELLIDO_675        | ESTANDAR   |       675000 |       675000 |       | 2026-02-16  
NOMBRE_677 APELLIDO_677        | ESTANDAR   |       677000 |       677000 |       | 2026-02-16  
NOMBRE_679 APELLIDO_679        | ESTANDAR   |       679000 |       679000 |       | 2026-02-16  
NOMBRE_681 APELLIDO_681        | ESTANDAR   |       681000 |       681000 |       | 2026-02-16  
NOMBRE_683 APELLIDO_683        | ESTANDAR   |       683000 |       683000 |       | 2026-02-16  
NOMBRE_685 APELLIDO_685        | ESTANDAR   |       685000 |       685000 |       | 2026-02-16  
NOMBRE_687 APELLIDO_687        | ESTANDAR   |       687000 |       687000 |       | 2026-02-16  
NOMBRE_689 APELLIDO_689        | ESTANDAR   |       689000 |       689000 |       | 2026-02-16  
NOMBRE_691 APELLIDO_691        | ESTANDAR   |       691000 |       691000 |       | 2026-02-16  
NOMBRE_693 APELLIDO_693        | ESTANDAR   |       693000 |       693000 |       | 2026-02-16  
NOMBRE_695 APELLIDO_695        | ESTANDAR   |       695000 |       695000 |       | 2026-02-16  
NOMBRE_697 APELLIDO_697        | ESTANDAR   |       697000 |       697000 |       | 2026-02-16  
NOMBRE_699 APELLIDO_699        | ESTANDAR   |       699000 |       699000 |       | 2026-02-16  
NOMBRE_701 APELLIDO_701        | ESTANDAR   |       701000 |       701000 |       | 2026-02-16  
NOMBRE_703 APELLIDO_703        | ESTANDAR   |       703000 |       703000 |       | 2026-02-16  
NOMBRE_705 APELLIDO_705        | ESTANDAR   |       705000 |       705000 |       | 2026-02-16  
NOMBRE_707 APELLIDO_707        | ESTANDAR   |       707000 |       707000 |       | 2026-02-16  
NOMBRE_709 APELLIDO_709        | ESTANDAR   |       709000 |       709000 |       | 2026-02-16  
NOMBRE_711 APELLIDO_711        | ESTANDAR   |       711000 |       711000 |       | 2026-02-16  
NOMBRE_713 APELLIDO_713        | ESTANDAR   |       713000 |       713000 |       | 2026-02-16  
NOMBRE_715 APELLIDO_715        | ESTANDAR   |       715000 |       715000 |       | 2026-02-16  
NOMBRE_717 APELLIDO_717        | ESTANDAR   |       717000 |       717000 |       | 2026-02-16  
NOMBRE_719 APELLIDO_719        | ESTANDAR   |       719000 |       719000 |       | 2026-02-16  
NOMBRE_721 APELLIDO_721        | ESTANDAR   |       721000 |       721000 |       | 2026-02-16  
NOMBRE_723 APELLIDO_723        | ESTANDAR   |       723000 |       723000 |       | 2026-02-16  
NOMBRE_725 APELLIDO_725        | ESTANDAR   |       725000 |       725000 |       | 2026-02-16  
NOMBRE_727 APELLIDO_727        | ESTANDAR   |       727000 |       727000 |       | 2026-02-16  
NOMBRE_729 APELLIDO_729        | ESTANDAR   |       729000 |       729000 |       | 2026-02-16  
NOMBRE_731 APELLIDO_731        | ESTANDAR   |       731000 |       731000 |       | 2026-02-16  
NOMBRE_733 APELLIDO_733        | ESTANDAR   |       733000 |       733000 |       | 2026-02-16  
NOMBRE_735 APELLIDO_735        | ESTANDAR   |       735000 |       735000 |       | 2026-02-16  
NOMBRE_737 APELLIDO_737        | ESTANDAR   |       737000 |       737000 |       | 2026-02-16  
NOMBRE_739 APELLIDO_739        | ESTANDAR   |       739000 |       739000 |       | 2026-02-16  
NOMBRE_741 APELLIDO_741        | ESTANDAR   |       741000 |       741000 |       | 2026-02-16  
NOMBRE_743 APELLIDO_743        | ESTANDAR   |       743000 |       743000 |       | 2026-02-16  
NOMBRE_745 APELLIDO_745        | ESTANDAR   |       745000 |       745000 |       | 2026-02-16  
NOMBRE_747 APELLIDO_747        | ESTANDAR   |       747000 |       747000 |       | 2026-02-16  
NOMBRE_749 APELLIDO_749        | ESTANDAR   |       749000 |       749000 |       | 2026-02-16  
NOMBRE_751 APELLIDO_751        | ESTANDAR   |       751000 |       751000 |       | 2026-02-16  
NOMBRE_753 APELLIDO_753        | ESTANDAR   |       753000 |       753000 |       | 2026-02-16  
NOMBRE_755 APELLIDO_755        | ESTANDAR   |       755000 |       755000 |       | 2026-02-16  
NOMBRE_757 APELLIDO_757        | ESTANDAR   |       757000 |       757000 |       | 2026-02-16  
NOMBRE_759 APELLIDO_759        | ESTANDAR   |       759000 |       759000 |       | 2026-02-16  
NOMBRE_761 APELLIDO_761        | ESTANDAR   |       761000 |       761000 |       | 2026-02-16  
NOMBRE_763 APELLIDO_763        | ESTANDAR   |       763000 |       763000 |       | 2026-02-16  
NOMBRE_765 APELLIDO_765        | ESTANDAR   |       765000 |       765000 |       | 2026-02-16  
NOMBRE_767 APELLIDO_767        | ESTANDAR   |       767000 |       767000 |       | 2026-02-16  
NOMBRE_769 APELLIDO_769        | ESTANDAR   |       769000 |       769000 |       | 2026-02-16  
NOMBRE_771 APELLIDO_771        | ESTANDAR   |       771000 |       771000 |       | 2026-02-16  
NOMBRE_773 APELLIDO_773        | ESTANDAR   |       773000 |       773000 |       | 2026-02-16  
NOMBRE_775 APELLIDO_775        | ESTANDAR   |       775000 |       775000 |       | 2026-02-16  
NOMBRE_777 APELLIDO_777        | ESTANDAR   |       777000 |       777000 |       | 2026-02-16  
NOMBRE_779 APELLIDO_779        | ESTANDAR   |       779000 |       779000 |       | 2026-02-16  
NOMBRE_781 APELLIDO_781        | ESTANDAR   |       781000 |       781000 |       | 2026-02-16  
NOMBRE_783 APELLIDO_783        | ESTANDAR   |       783000 |       783000 |       | 2026-02-16  
NOMBRE_785 APELLIDO_785        | ESTANDAR   |       785000 |       785000 |       | 2026-02-16  
NOMBRE_787 APELLIDO_787        | ESTANDAR   |       787000 |       787000 |       | 2026-02-16  
NOMBRE_789 APELLIDO_789        | ESTANDAR   |       789000 |       789000 |       | 2026-02-16  
NOMBRE_791 APELLIDO_791        | ESTANDAR   |       791000 |       791000 |       | 2026-02-16  
NOMBRE_793 APELLIDO_793        | ESTANDAR   |       793000 |       793000 |       | 2026-02-16  
NOMBRE_795 APELLIDO_795        | ESTANDAR   |       795000 |       795000 |       | 2026-02-16  
NOMBRE_797 APELLIDO_797        | ESTANDAR   |       797000 |       797000 |       | 2026-02-16  
NOMBRE_799 APELLIDO_799        | ESTANDAR   |       799000 |       799000 |       | 2026-02-16  
NOMBRE_801 APELLIDO_801        | ESTANDAR   |       801000 |       801000 |       | 2026-02-16  
NOMBRE_803 APELLIDO_803        | ESTANDAR   |       803000 |       803000 |       | 2026-02-16  
NOMBRE_805 APELLIDO_805        | ESTANDAR   |       805000 |       805000 |       | 2026-02-16  
NOMBRE_807 APELLIDO_807        | ESTANDAR   |       807000 |       807000 |       | 2026-02-16  
NOMBRE_809 APELLIDO_809        | ESTANDAR   |       809000 |       809000 |       | 2026-02-16  
NOMBRE_811 APELLIDO_811        | ESTANDAR   |       811000 |       811000 |       | 2026-02-16  
NOMBRE_813 APELLIDO_813        | ESTANDAR   |       813000 |       813000 |       | 2026-02-16  
NOMBRE_815 APELLIDO_815        | ESTANDAR   |       815000 |       815000 |       | 2026-02-16  
NOMBRE_817 APELLIDO_817        | ESTANDAR   |       817000 |       817000 |       | 2026-02-16  
NOMBRE_819 APELLIDO_819        | ESTANDAR   |       819000 |       819000 |       | 2026-02-16  
NOMBRE_821 APELLIDO_821        | ESTANDAR   |       821000 |       821000 |       | 2026-02-16  
NOMBRE_823 APELLIDO_823        | ESTANDAR   |       823000 |       823000 |       | 2026-02-16  
NOMBRE_825 APELLIDO_825        | ESTANDAR   |       825000 |       825000 |       | 2026-02-16  
NOMBRE_827 APELLIDO_827        | ESTANDAR   |       827000 |       827000 |       | 2026-02-16  
NOMBRE_829 APELLIDO_829        | ESTANDAR   |       829000 |       829000 |       | 2026-02-16  
NOMBRE_831 APELLIDO_831        | ESTANDAR   |       831000 |       831000 |       | 2026-02-16  
NOMBRE_833 APELLIDO_833        | ESTANDAR   |       833000 |       833000 |       | 2026-02-16  
NOMBRE_835 APELLIDO_835        | ESTANDAR   |       835000 |       835000 |       | 2026-02-16  
NOMBRE_837 APELLIDO_837        | ESTANDAR   |       837000 |       837000 |       | 2026-02-16  
NOMBRE_839 APELLIDO_839        | ESTANDAR   |       839000 |       839000 |       | 2026-02-16  
NOMBRE_841 APELLIDO_841        | ESTANDAR   |       841000 |       841000 |       | 2026-02-16  
NOMBRE_843 APELLIDO_843        | ESTANDAR   |       843000 |       843000 |       | 2026-02-16  
NOMBRE_845 APELLIDO_845        | ESTANDAR   |       845000 |       845000 |       | 2026-02-16  
NOMBRE_847 APELLIDO_847        | ESTANDAR   |       847000 |       847000 |       | 2026-02-16  
NOMBRE_849 APELLIDO_849        | ESTANDAR   |       849000 |       849000 |       | 2026-02-16  
NOMBRE_851 APELLIDO_851        | ESTANDAR   |       851000 |       851000 |       | 2026-02-16  
NOMBRE_853 APELLIDO_853        | ESTANDAR   |       853000 |       853000 |       | 2026-02-16  
NOMBRE_855 APELLIDO_855        | ESTANDAR   |       855000 |       855000 |       | 2026-02-16  
NOMBRE_857 APELLIDO_857        | ESTANDAR   |       857000 |       857000 |       | 2026-02-16  
NOMBRE_859 APELLIDO_859        | ESTANDAR   |       859000 |       859000 |       | 2026-02-16  
NOMBRE_861 APELLIDO_861        | ESTANDAR   |       861000 |       861000 |       | 2026-02-16  
NOMBRE_863 APELLIDO_863        | ESTANDAR   |       863000 |       863000 |       | 2026-02-16  
NOMBRE_865 APELLIDO_865        | ESTANDAR   |       865000 |       865000 |       | 2026-02-16  
NOMBRE_867 APELLIDO_867        | ESTANDAR   |       867000 |       867000 |       | 2026-02-16  
NOMBRE_869 APELLIDO_869        | ESTANDAR   |       869000 |       869000 |       | 2026-02-16  
NOMBRE_871 APELLIDO_871        | ESTANDAR   |       871000 |       871000 |       | 2026-02-16  
NOMBRE_873 APELLIDO_873        | ESTANDAR   |       873000 |       873000 |       | 2026-02-16  
NOMBRE_875 APELLIDO_875        | ESTANDAR   |       875000 |       875000 |       | 2026-02-16  
NOMBRE_877 APELLIDO_877        | ESTANDAR   |       877000 |       877000 |       | 2026-02-16  
NOMBRE_879 APELLIDO_879        | ESTANDAR   |       879000 |       879000 |       | 2026-02-16  
NOMBRE_881 APELLIDO_881        | ESTANDAR   |       881000 |       881000 |       | 2026-02-16  
NOMBRE_883 APELLIDO_883        | ESTANDAR   |       883000 |       883000 |       | 2026-02-16  
NOMBRE_885 APELLIDO_885        | ESTANDAR   |       885000 |       885000 |       | 2026-02-16  
NOMBRE_887 APELLIDO_887        | ESTANDAR   |       887000 |       887000 |       | 2026-02-16  
NOMBRE_889 APELLIDO_889        | ESTANDAR   |       889000 |       889000 |       | 2026-02-16  
NOMBRE_891 APELLIDO_891        | ESTANDAR   |       891000 |       891000 |       | 2026-02-16  
NOMBRE_893 APELLIDO_893        | ESTANDAR   |       893000 |       893000 |       | 2026-02-16  
NOMBRE_895 APELLIDO_895        | ESTANDAR   |       895000 |       895000 |       | 2026-02-16  
NOMBRE_897 APELLIDO_897        | ESTANDAR   |       897000 |       897000 |       | 2026-02-16  
NOMBRE_899 APELLIDO_899        | ESTANDAR   |       899000 |       899000 |       | 2026-02-16  
NOMBRE_901 APELLIDO_901        | ESTANDAR   |       901000 |       901000 |       | 2026-02-16  
NOMBRE_903 APELLIDO_903        | ESTANDAR   |       903000 |       903000 |       | 2026-02-16  
NOMBRE_905 APELLIDO_905        | ESTANDAR   |       905000 |       905000 |       | 2026-02-16  
NOMBRE_907 APELLIDO_907        | ESTANDAR   |       907000 |       907000 |       | 2026-02-16  
NOMBRE_909 APELLIDO_909        | ESTANDAR   |       909000 |       909000 |       | 2026-02-16  
NOMBRE_911 APELLIDO_911        | ESTANDAR   |       911000 |       911000 |       | 2026-02-16  
NOMBRE_913 APELLIDO_913        | ESTANDAR   |       913000 |       913000 |       | 2026-02-16  
NOMBRE_915 APELLIDO_915        | ESTANDAR   |       915000 |       915000 |       | 2026-02-16  
NOMBRE_917 APELLIDO_917        | ESTANDAR   |       917000 |       917000 |       | 2026-02-16  
NOMBRE_919 APELLIDO_919        | ESTANDAR   |       919000 |       919000 |       | 2026-02-16  
NOMBRE_921 APELLIDO_921        | ESTANDAR   |       921000 |       921000 |       | 2026-02-16  
NOMBRE_923 APELLIDO_923        | ESTANDAR   |       923000 |       923000 |       | 2026-02-16  
NOMBRE_925 APELLIDO_925        | ESTANDAR   |       925000 |       925000 |       | 2026-02-16  
NOMBRE_927 APELLIDO_927        | ESTANDAR   |       927000 |       927000 |       | 2026-02-16  
NOMBRE_929 APELLIDO_929        | ESTANDAR   |       929000 |       929000 |       | 2026-02-16  
NOMBRE_931 APELLIDO_931        | ESTANDAR   |       931000 |       931000 |       | 2026-02-16  
NOMBRE_933 APELLIDO_933        | ESTANDAR   |       933000 |       933000 |       | 2026-02-16  
NOMBRE_935 APELLIDO_935        | ESTANDAR   |       935000 |       935000 |       | 2026-02-16  
NOMBRE_937 APELLIDO_937        | ESTANDAR   |       937000 |       937000 |       | 2026-02-16  
NOMBRE_939 APELLIDO_939        | ESTANDAR   |       939000 |       939000 |       | 2026-02-16  
NOMBRE_941 APELLIDO_941        | ESTANDAR   |       941000 |       941000 |       | 2026-02-16  
NOMBRE_943 APELLIDO_943        | ESTANDAR   |       943000 |       943000 |       | 2026-02-16  
NOMBRE_945 APELLIDO_945        | ESTANDAR   |       945000 |       945000 |       | 2026-02-16  
NOMBRE_947 APELLIDO_947        | ESTANDAR   |       947000 |       947000 |       | 2026-02-16  
NOMBRE_949 APELLIDO_949        | ESTANDAR   |       949000 |       949000 |       | 2026-02-16  
NOMBRE_951 APELLIDO_951        | ESTANDAR   |       951000 |       951000 |       | 2026-02-16  
NOMBRE_953 APELLIDO_953        | ESTANDAR   |       953000 |       953000 |       | 2026-02-16  
NOMBRE_955 APELLIDO_955        | ESTANDAR   |       955000 |       955000 |       | 2026-02-16  
NOMBRE_957 APELLIDO_957        | ESTANDAR   |       957000 |       957000 |       | 2026-02-16  
NOMBRE_959 APELLIDO_959        | ESTANDAR   |       959000 |       959000 |       | 2026-02-16  
NOMBRE_961 APELLIDO_961        | ESTANDAR   |       961000 |       961000 |       | 2026-02-16  
NOMBRE_963 APELLIDO_963        | ESTANDAR   |       963000 |       963000 |       | 2026-02-16  
NOMBRE_965 APELLIDO_965        | ESTANDAR   |       965000 |       965000 |       | 2026-02-16  
NOMBRE_967 APELLIDO_967        | ESTANDAR   |       967000 |       967000 |       | 2026-02-16  
NOMBRE_969 APELLIDO_969        | ESTANDAR   |       969000 |       969000 |       | 2026-02-16  
NOMBRE_971 APELLIDO_971        | ESTANDAR   |       971000 |       971000 |       | 2026-02-16  
NOMBRE_973 APELLIDO_973        | ESTANDAR   |       973000 |       973000 |       | 2026-02-16  
NOMBRE_975 APELLIDO_975        | ESTANDAR   |       975000 |       975000 |       | 2026-02-16  
NOMBRE_977 APELLIDO_977        | ESTANDAR   |       977000 |       977000 |       | 2026-02-16  
NOMBRE_979 APELLIDO_979        | ESTANDAR   |       979000 |       979000 |       | 2026-02-16  
NOMBRE_981 APELLIDO_981        | ESTANDAR   |       981000 |       981000 |       | 2026-02-16  
NOMBRE_983 APELLIDO_983        | ESTANDAR   |       983000 |       983000 |       | 2026-02-16  
NOMBRE_985 APELLIDO_985        | ESTANDAR   |       985000 |       985000 |       | 2026-02-16  
NOMBRE_987 APELLIDO_987        | ESTANDAR   |       987000 |       987000 |       | 2026-02-16  
NOMBRE_989 APELLIDO_989        | ESTANDAR   |       989000 |       989000 |       | 2026-02-16  
NOMBRE_991 APELLIDO_991        | ESTANDAR   |       991000 |       991000 |       | 2026-02-16  
NOMBRE_993 APELLIDO_993        | ESTANDAR   |       993000 |       993000 |       | 2026-02-16  
NOMBRE_995 APELLIDO_995        | ESTANDAR   |       995000 |       995000 |       | 2026-02-16  
NOMBRE_997 APELLIDO_997        | ESTANDAR   |       997000 |       997000 |       | 2026-02-16  
NOMBRE_999 APELLIDO_999        | ESTANDAR   |       999000 |       999000 |       | 2026-02-16  
